rid,tpl,pta,ptd,wta,wtp,wtd,arr_et,arr_wet,arr_atRemoved,pass_et,pass_wet,pass_atRemoved,dep_et,dep_wet,dep_atRemoved,arr_at,pass_at,dep_at,cr_code,lr_code
202105046741086,LIVST,,23:30,,,23:30,,,,,,,,,false,,,23:29,,
202105046741086,BTHNLGR,,,,23:33,,,,,,,false,,,,,23:32,,,
202105046741086,BOWJ,,,,23:35,,,,,,,false,,,,,23:34,,,
202105046741086,STFD,,23:38,23:37:30,,23:38:30,,,false,,,,,,false,23:36,,23:37,,
202105046741086,MRYLAND,,,,23:40,,,,,,,false,,,,,23:38,,,
202105046741086,FRSTGTJ,,,,23:41,,,,,,,false,,,,,23:40,,,
202105046741086,MANRPK,,,,23:41:30,,,,,23:40,,false,,,,,,,,
202105046741086,ILFORD,,,,23:42:30,,,,,,,false,,,,,23:41,,,
202105046741086,SVNKNGS,,,,23:43,,,,,,,false,,,,,23:42,,,
202105046741086,GODMAYS,,,,23:43:30,,,,,,,false,,,,,23:43,,,
202105046741086,CHDWLHT,,,,23:44,,,,,,,false,,,,,23:44,,,
202105046741086,GIDEAPK,,,,23:47,,,,,,,false,,,,,23:46,,,
202105046741086,ROMFORD,,,,23:46,,,,,,,false,,,,,23:46,,,
202105046741086,HRLDWOD,,,,23:48,,,,,,,false,,,,,23:48,,,
202105046741086,BRTWOOD,,,,23:51,,,,,,,false,,,,,23:50,,,
202105046741086,SHENFLD,,,,23:53:30,,,,,,,false,,,,,23:52,,,
202105046741086,CHLMSFD,00:02,00:03,00:02,,00:03:30,,,false,,,,,,false,00:00,,00:02,,
202105046741086,WITHAME,,,,00:11:30,,,,,,,false,,,,,00:10,,,
202105046741086,MRKSTEY,,,,00:16:30,,,,,,,false,,,,,00:17,,,
202105046741086,CLCHSTR,00:22,00:23,00:22,,00:24,,,false,,,,,,false,00:21,,00:23,,
202105046741086,MANNGTR,00:31,00:32,00:31:30,,00:33:30,,,false,,,,,,false,00:31,,00:32,,
202105046741086,IPSWHJN,,,,00:41:30,,,,,,,false,,,,,00:39,,,
202105046741086,IPSWICH,00:44,00:45,00:43:30,,00:45:30,,,false,,,,,,false,00:41,,00:44,,
202105046741086,IPSWESJ,,,,00:47,,,,,,,false,,,,,00:46,,,
202105046741086,IPSWEPJ,,,,00:48,,,,,,,false,,,,,00:47,,,
202105046741086,STWMRKT,00:56,00:57,00:55:30,,00:57:30,,,false,,,,,,false,00:54,,00:56,,
202105046741086,HAGHLYJ,,,,01:00:30,,,,,,,false,,,,,00:59,,,
202105046741086,DISS,01:09,01:11,01:09,,01:11,,,false,,,,,,false,01:07,,01:10,,
202105046741086,TROWSEJ,,,,01:33,,,,,,,false,,,,,01:23,,,
