rid,tpl,pta,ptd,wta,wtp,wtd,arr_et,arr_wet,arr_atRemoved,pass_et,pass_wet,pass_atRemoved,dep_et,dep_wet,dep_atRemoved,arr_at,pass_at,dep_at,cr_code,lr_code
202101046741083,LIVST,,12:00,,,12:00,,,,,,,,,false,,,11:59,,
202101046741083,BTHNLGR,,,,12:03,,,,,,,false,,,,,12:02,,,
202101046741083,BOWJ,,,,12:05,,,,,,,false,,,,,12:04,,,
202101046741083,STFD,,,,12:06,,,,,,,false,,,,,12:08,,,
202101046741083,MRYLAND,,,,12:06:30,,,,,,,false,,,,,12:09,,,
202101046741083,FRSTGTJ,,,,12:07:30,,,,,,,false,,,,,12:10,,,
202101046741083,MANRPK,,,,12:08,,,,,12:10,,false,,,,,,,,
202101046741083,ILFORD,,,,12:09,,,,,,,false,,,,,12:11,,,
202101046741083,SVNKNGS,,,,12:09:30,,,,,,,false,,,,,12:12,,,
202101046741083,GODMAYS,,,,12:10,,,,,,,false,,,,,12:12,,,
202101046741083,CHDWLHT,,,,12:10:30,,,,,,,false,,,,,12:13,,,
202101046741083,ROMFORD,,,,12:12,,,,,,,false,,,,,12:15,,,
202101046741083,GIDEAPK,,,,12:13:30,,,,,,,false,,,,,12:16,,,
202101046741083,HRLDWOD,,,,12:14,,,,,,,false,,,,,12:17,,,
202101046741083,BRTWOOD,,,,12:18,,,,,,,false,,,,,12:19,,,
202101046741083,SHENFLD,,,,12:20,,,,,,,false,,,,,12:21,,,
202101046741083,CHLMSFD,,,,12:27:30,,,,,,,false,,,,,12:28,,,
202101046741083,WITHAME,,,,12:35:30,,,,,,,false,,,,,12:34,,,
202101046741083,MRKSTEY,,,,12:40:30,,,,,,,false,,,,,12:39,,,
202101046741083,CLCHSTR,12:46,12:47,12:46,,12:48,,,false,,,,,,false,12:43,,12:48,,
202101046741083,MANNGTR,12:55,12:55,12:55:30,,12:56:30,,,false,,,,,,false,12:54,,12:56,,
202101046741083,IPSWHJN,,,,13:04:30,,,,,,,false,,,,,13:03,,,
202101046741083,IPSWICH,13:07,13:08,13:06:30,,13:08:30,,,false,,,,,,false,13:05,,13:08,,
202101046741083,IPSWESJ,,,,13:10,,,,,,,false,,,,,13:09,,,
202101046741083,IPSWEPJ,,,,13:11,,,,,,,false,,,,,13:10,,,
202101046741083,STWMRKT,,,,13:17:30,,,,,,,false,,,,,13:17,,,
202101046741083,HAGHLYJ,,,,13:19:30,,,,,,,false,,,,,13:18,,,
202101046741083,DISS,13:28,13:29,13:28,,13:29,,,false,,,,,,false,13:26,,13:29,,
202101046741083,TROWSEJ,,,,13:45,,,,,,,false,,,,,13:41,,,
202101046741083,TRWSSBJ,,,,13:46,,,,,13:42,,false,,,,,,,,
202101046741083,NRCHTPJ,,,,13:46:30,,,,,,,false,,,,,13:43,,,
202101046741083,NRCH,13:50,,13:48,,,,,false,,,,,,,13:44,,,,
202101046741085,LIVST,,13:00,,,13:00,,,,,,,,,false,,,12:59,,
202101046741085,BTHNLGR,,,,13:03,,,,,,,false,,,,,13:02,,,
202101046741085,BOWJ,,,,13:05,,,,,,,false,,,,,13:04,,,
202101046741085,STFD,,,,13:06,,,,,,,false,,,,,13:06,,,
202101046741085,MRYLAND,,,,13:06:30,,,,,,,false,,,,,13:06,,,
202101046741085,FRSTGTJ,,,,13:07:30,,,,,,,false,,,,,13:07,,,
202101046741085,ILFORD,,,,13:08:30,,,,,,,false,,,,,13:08,,,
202101046741085,SVNKNGS,,,,13:09,,,,,,,false,,,,,13:09,,,
202101046741085,GODMAYS,,,,13:09:30,,,,,,,false,,,,,13:10,,,
202101046741085,CHDWLHT,,,,13:10,,,,,,,false,,,,,13:10,,,
202101046741085,ROMFORD,,,,13:12,,,,,,,false,,,,,13:12,,,
202101046741085,GIDEAPK,,,,13:13,,,,,,,false,,,,,13:13,,,
202101046741085,HRLDWOD,,,,13:14,,,,,,,false,,,,,13:15,,,
202101046741085,BRTWOOD,,,,13:17,,,,,,,false,,,,,13:17,,,
202101046741085,SHENFLD,,,,13:20,,,,,,,false,,,,,13:19,,,
202101046741085,CHLMSFD,,,,13:27,,,,,,,false,,,,,13:27,,,
202101046741085,WITHAME,,,,13:37,,,,,,,false,,,,,13:34,,,
202101046741085,MRKSTEY,,,,13:42,,,,,,,false,,,,,13:39,,,
202101046741085,CLCHSTR,13:46,13:47,13:47,,13:48:30,,,false,,,,,,false,13:43,,13:47,,
202101046741085,MANNGTR,13:55,13:55,13:55:30,,13:56:30,,,false,,,,,,false,13:54,,13:56,,
202101046741085,IPSWHJN,,,,14:04:30,,,,,,,false,,,,,14:02,,,
202101046741085,IPSWICH,14:07,14:08,14:06:30,,14:08:30,,,false,,,,,,false,14:05,,14:07,,
202101046741085,IPSWESJ,,,,14:10,,,,,,,false,,,,,14:09,,,
202101046741085,IPSWEPJ,,,,14:10:30,,,,,,,false,,,,,14:10,,,
202101046741085,STWMRKT,,,,14:17,,,,,,,false,,,,,14:17,,,
202101046741085,HAGHLYJ,,,,14:18:30,,,,,,,false,,,,,14:19,,,
202101046741085,DISS,14:28,14:29,14:26:30,,14:29,,,false,,,,,,false,14:27,,14:28,,
202101046741085,TROWSEJ,,,,14:45:30,,,,,,,false,,,,,14:42,,,
202101046741085,TRWSSBJ,,,,14:46,,,,,14:42,,false,,,,,,,,
202101046741085,NRCHTPJ,,,,14:46:30,,,,,,,false,,,,,14:43,,,
202101046741085,NRCH,14:50,,14:48,,,,,false,,,,,,,14:45,,,,
202101047171025,LIVST,,06:25,,,06:25,,,,,,,,,false,,,06:24,,
202101047171025,BTHNLGR,,,,06:28,,,,,,,false,,,,,06:27,,,
202101047171025,BOWJ,,,,06:30,,,,,,,false,,,,,06:29,,,
202101047171025,STFD,,06:33,06:32:30,,06:33:30,,,false,,,,,,false,06:31,,06:33,,
202101047171025,MRYLAND,,,,06:35,,,,,,,false,,,,,06:34,,,
202101047171025,FRSTGTJ,,,,06:36,,,,,,,false,,,,,06:35,,,
202101047171025,MANRPK,,,,06:36:30,,,,,06:35,,false,,,,,,,,
202101047171025,ILFORD,,,,06:37:30,,,,,,,false,,,,,06:36,,,
202101047171025,SVNKNGS,,,,06:38,,,,,,,false,,,,,06:37,,,
202101047171025,GODMAYS,,,,06:38:30,,,,,,,false,,,,,06:37,,,
202101047171025,CHDWLHT,,,,06:39,,,,,,,false,,,,,06:38,,,
202101047171025,GIDEAPK,,,,06:42,,,,,,,false,,,,,06:40,,,
202101047171025,ROMFORD,,,,06:41,,,,,,,false,,,,,06:40,,,
202101047171025,HRLDWOD,,,,06:43,,,,,,,false,,,,,06:42,,,
202101047171025,BRTWOOD,,,,06:46,,,,,,,false,,,,,06:47,,,
202101047171025,SHENFLD,,,,06:48:30,,,,,,,false,,,,,06:49,,,
202101047171025,CHLMSFD,06:57,06:58,06:57,,06:58:30,,,false,,,,,,false,06:59,,07:00,,
202101047171025,WITHAME,07:09,07:09,07:08:30,,07:09:30,,,false,,,,,,false,07:10,,07:11,,
202101047171025,MRKSTEY,,,,07:16,,,,,,,false,,,,,07:20,,,
