rid,tpl,pta,ptd,wta,wtp,wtd,arr_et,arr_wet,arr_atRemoved,pass_et,pass_wet,pass_atRemoved,dep_et,dep_wet,dep_atRemoved,arr_at,pass_at,dep_at,cr_code,lr_code
201907017107308,LIVST,,19:02,,,19:02,,,,,,,,,false,,,19:02,,
201907017107308,BTHNLGR,,,,19:05,,,,,,,false,,,,,19:04,,,
201907017107308,BOWJ,,,,19:07,,,,,,,false,,,,,19:10,,,
201907017107308,STFD,,,,19:08,,,,,,,false,,,,,19:13,,,
201907017107308,MRYLAND,,,,19:08:30,,,,,,,false,,,,,19:14,,,
201907017107308,FRSTGTJ,,,,19:09:30,,,,,,,false,,,,,19:15,,,
201907017107308,MANRPK,,,,19:10,,,,,19:15,,false,,,,,,,,
201907017107308,ILFORD,,,,19:11,,,,,,,false,,,,,19:16,,,
201907017107308,SVNKNGS,,,,19:11:30,,,,,,,false,,,,,19:17,,,
201907017107308,GODMAYS,,,,19:12,,,,,,,false,,,,,19:17,,,
201907017107308,CHDWLHT,,,,19:12:30,,,,,,,false,,,,,19:18,,,
201907017107308,ROMFORD,,,,19:14,,,,,,,false,,,,,19:19,,,
201907017107308,GIDEAPK,,,,19:15:30,,,,,,,false,,,,,19:21,,,
201907017107308,HRLDWOD,,,,19:16,,,,,,,false,,,,,19:21,,,
201907017107308,BRTWOOD,,,,19:20,,,,,,,false,,,,,19:23,,,
201907017107308,SHENFLD,,,,19:22,,,,,,,false,,,,,19:25,,,
201907017107308,CHLMSFD,,,,19:29:30,,,,,,,false,,,,,19:33,,,
201907017107308,WITHAME,,,,19:36:30,,,,,,,false,,,,,19:39,,,
201907017107308,MRKSTEY,,,,19:41:30,,,,,,,false,,,,,19:45,,,
201907017107308,CLCHSTR,19:47,19:48,19:47,,19:49,,,false,,,,,,false,19:51,,19:53,,
201907017107308,MANNGTR,19:56,19:56,19:56:30,,19:57:30,,,false,,,,,,false,20:00,,20:03,,
201907017107308,IPSWHJN,,,,20:05:30,,,,,,,false,,,,,20:10,,,
201907017107308,IPSWICH,20:08,20:09,20:07:30,,20:09:30,,,false,,,,,,false,20:12,,20:13,,
201907017107308,IPSWESJ,,,,20:11,,,,,,,false,,,,,20:15,,,
201907017107308,IPSWEPJ,,,,20:12,,,,,20:16,,false,,,,,,,,
201907017107308,STWMRKT,20:20,20:21,20:19:30,,20:21,,,false,,,,,,false,20:24,,20:24,,
201907017107308,HAGHLYJ,,,,20:24,,,,,,,false,,,,,20:28,,,
201907017107308,DISS,20:33,20:34,20:32:30,,20:34,,,false,,,,,,false,20:37,,20:38,,
201907017107308,TROWSEJ,,,,20:50,,,,,,,false,,,,,20:51,,,
201907017107308,TRWSSBJ,,,,20:51,,,,,,,false,,,,,20:52,,,
201907017107308,NRCHTPJ,,,,20:51:30,,,,,,,false,,,,,20:55,,,
201907017107308,NRCH,20:53,,20:53,,,,,false,,,,,,,20:56,,,,
201907017107310,LIVST,,20:30,,,20:30,,,,,,,,,false,,,20:30,,
201907017107310,BTHNLGR,,,,20:33,,,,,,,false,,,,,20:33,,,
201907017107310,BOWJ,,,,20:35,,,,,,,false,,,,,20:35,,,
201907017107310,STFD,,20:38,20:37:30,,20:38:30,,,false,,,,,,false,20:37,,20:39,,
201907017107310,MRYLAND,,,,20:40,,,,,,,false,,,,,20:41,,,
201907017107310,FRSTGTJ,,,,20:41,,,,,,,false,,,,,20:42,,,
201907017107310,MANRPK,,,,20:41:30,,,,,20:42,,false,,,,,,,,
201907017107310,ILFORD,,,,20:42:30,,,,,,,false,,,,,20:43,,,
201907017107310,SVNKNGS,,,,20:43,,,,,,,false,,,,,20:44,,,
201907017107310,GODMAYS,,,,20:43:30,,,,,,,false,,,,,20:44,,,
201907017107310,CHDWLHT,,,,20:44,,,,,,,false,,,,,20:44,,,
201907017107310,ROMFORD,,,,20:46,,,,,,,false,,,,,20:46,,,
201907017107310,GIDEAPK,,,,20:47,,,,,,,false,,,,,20:47,,,
201907017107310,HRLDWOD,,,,20:48,,,,,,,false,,,,,20:48,,,
201907017107310,BRTWOOD,,,,20:51,,,,,,,false,,,,,20:50,,,
201907017107310,SHENFLD,,,,20:53:30,,,,,,,false,,,,,20:52,,,
201907017107310,CHLMSFD,21:02,21:03,21:02,,21:03:30,,,false,,,,,,false,21:00,,21:03,,
201907017107310,WITHAME,,,,21:11:30,,,,,,,false,,,,,21:09,,,
201907017107310,MRKSTEY,,,,21:16:30,,,,,,,false,,,,,21:15,,,
201907017107310,CLCHSTR,21:22,21:23,21:22,,21:24,,,false,,,,,,false,21:19,,21:22,,
201907017107310,MANNGTR,21:31,21:32,21:31:30,,21:33,,,false,,,,,,false,21:29,,21:32,,
201907017107310,IPSWHJN,,,,21:41,,,,,,,false,,,,,21:39,,,
201907017107310,IPSWICH,21:43,21:45,21:43,,21:45,,,false,,,,,,false,21:41,,21:44,,
201907017107310,IPSWESJ,,,,21:46:30,,,,,,,false,,,,,21:46,,,
201907017107310,IPSWEPJ,,,,21:47:30,,,,,21:47,,false,,,,,,,,
201907017107310,STWMRKT,21:55,21:56,21:55,,21:56:30,,,false,,,,,,false,21:54,,21:56,,
201907017107310,HAGHLYJ,,,,21:59:30,,,,,,,false,,,,,21:59,,,
201907017107310,DISS,22:08,22:09,22:08,,22:09:30,,,false,,,,,,false,22:07,,22:09,,
201907017107310,TROWSEJ,,,,22:25:30,,,,,,,false,,,,,22:23,,,
201907017107310,TRWSSBJ,,,,22:26:30,,,,,22:24,,false,,,,,,,,
201907017107310,NRCHTPJ,,,,22:27,,,,,,,false,,,,,22:24,,,
201907017107310,NRCH,22:29,,22:29,,,,,false,,,,,,,22:26,,,,
201907017108262,LIVST,,11:00,,,11:00,,,,,,,,,false,,,11:00,,
201907017108262,BTHNLGR,,,,11:03,,,,,,,false,,,,,11:03,,,
